machine; formula_tape; num_steps_until_formula_tape; num_macro_steps_until_special_case
1RB1RC_0RC0RA_1LD1RE_0LA1LD_---1RB; .<A0111(11111111).; 148; 54
1RB1RC_0RC0RA_1LD1RE_1LE---_1RB0LB; .<B011(1111).; 63; 24
1RB1RC_0RC0RB_1RD0RE_1LE---_1LA0LD; .10001(1)00(010)B>.; 58; 16
1RB1RC_0RC0RC_1LD0LA_1LC0LE_---1LB; .<A011(111).; 69; 24
1RB1RC_0RC0RD_0LD1LC_1LA0RE_---1RB; .<A1011(1011)0.; 63; 23
1RB1RC_0RC0RD_0LD1LE_1LA0RA_---0LC; .<A10010(10010).; 75; 27
1RB1RC_0RC0RD_1LD0RE_1RA1LD_---0LD; .111111111111(1111)B>.; 180; 51
1RB1RC_0RC0RE_1RD---_1LE0LB_1RA0LD; .1101101(101101)A>.; 137; 50
1RB1RC_0RC0RE_1LC0LD_1LA0LB_1RA---; .<A1011(1011).; 60; 22
1RB1RC_0RC0RE_1LD0LA_1LB1LE_---1LC; .<A011111(111111).; 245; 84
1RB1RC_0RC0RE_1LD0LA_1LC0LE_---1LB; .<A011(111).; 71; 24
1RB1RC_0RC0RE_1LD1RB_0LA1LD_---1RA; .<A0111(11111111).; 148; 54
1RB1RC_0RC0LA_1LD0LA_1RA1LE_---1LB; .<A0111(111).; 69; 25
1RB1RC_0RC0LA_1LD0LA_1LB1LE_---1LC; .<A011(111111).; 165; 56
1RB1RC_0RC0LA_1LD1RE_1LB1LD_---1RA; .<A011(111111).; 93; 36
1RB1RC_0RC0LB_1LD0RA_0LA0LE_1RA---; .<A01001(001001).; 129; 45
1RB1RC_0RC0LB_1LD0RE_0LA0LC_1RB---; .<A01011(01011).; 135; 47
1RB1RC_0RC0LB_1LD1RA_0RA1LE_1LB---; .(01111)A>.; 48; 18
1RB1RC_0RC0LB_1LD1RA_1LB1RE_---0RD; .0110101010101010101010101010101010101010101010101010101(0101010101010101)11101101A>.; 6413; 1664
1RB1RC_0RC0LB_1LD1RE_1LB---_0RB1RA; .0111(0111)1011(1011)A>.; 180; 68
1RB1RC_0RC0LB_1LD1RE_1LB---_1RA1RE; .(01111011110111101111)A>.; 780; 214
1RB1RC_0RC0LB_1LD1RE_1LB---_1RA1LA; .(01111011110111101111)A>.; 920; 252
1RB1RC_0RC0LC_0RD0LA_1LE---_1LE1LB; .<B1111(111).; 73; 27
1RB1RC_0RC0LC_1LC0RD_1RA1LE_0LD---; .1010101(01010101)A>.; 246; 86
1RB1RC_0RC0LC_1LD0LA_1LE0RC_---1LB; .<A00111(111).; 120; 42
1RB1RC_0RC0LC_1LD0LA_1LE0RE_---1LB; .<A00111(111).; 126; 44
1RB1RC_0RC0LC_1LD1RE_0LA0RB_1RD---; .<A0101000100(0100).; 190; 62
1RB1RC_0RC0LC_1LD1RE_1RA1LC_---0RB; .<C1100110(0110).; 155; 48
1RB1RC_0RC0LD_1LA1RE_1LB0LD_0RA---; .<B10100(100)0.; 71; 23
1RB1RC_0RC0LD_1LD1RA_1LE0LA_---1LB; .111(111)011(11)0111A>.; 318; 109
1RB1RC_0RC0LE_0RD0RA_1LE---_1LB1LD; .001010(0101001010)10100A>.; 550; 186
1RB1RC_0RC0LE_0RD0LA_1LD1LB_---0LA; .<B1111(111).; 73; 27
1RB1RC_0RC0LE_0RD0LA_1LD1LB_---0LC; .<A000111(01111111)1.; 348; 122
1RB1RC_0RC0LE_0RD0LA_1LD1LB_---1LA; .<B1111(111).; 79; 29
1RB1RC_0RC0LE_0RD1LA_1LD1LB_---0LA; .<A00111(111).; 138; 48
1RB1RC_0RC0LE_0RD1LB_1LD1LA_---0LA; .<A1111(111).; 117; 42
1RB1RC_0RC0LE_1RD0RA_1LB1LD_1RC---; .001010(1010)A>.; 90; 32
1RB1RC_0RC0LE_1LD0RD_0LA0LB_---0RD; .<A0111(1111).; 146; 46
1RB1RC_0RC0LE_1LD0RD_0LA0LB_---1RB; .<A0111(1111).; 138; 44
1RB1RC_0RC0LE_1LD0RD_0LA0LB_---1LB; .<A0111(1111).; 154; 50
1RB1RC_0RC1RA_0LD1LE_1LA1LC_---0RA; .<A1010(1010).; 102; 36
1RB1RC_0RC1RA_1LD0LA_1LB1LE_---1LC; .<A0111111(111111).; 300; 104
1RB1RC_0RC1RA_1LD0LB_1LE---_1RB0RC; .1(111)B>.; 49; 16
1RB1RC_0RC1RA_1LD0LB_1LE---_1LA0RC; .<A1111(111111111).; 354; 116
1RB1RC_0RC1RA_1LD0LE_0LC---_1RA1RB; .111111111(1111)A>.; 258; 75
1RB1RC_0RC1RA_1LD0LE_0LC---_1RE1RB; .1111(11111)B>.; 215; 73
1RB1RC_0RC1RA_1LD1RE_0LA1LD_---0RB; .<A0111(11111111).; 148; 54
1RB1RC_0RC1RA_1LD1RE_0LA1LD_---0LB; .<A0111(11111111).; 148; 54
1RB1RC_0RC1RB_0RD0RE_1LD1LA_---0LD; .<A11000000001(1001)0.; 494; 154
1RB1RC_0RC1RB_1LD1RA_0LE---_1RA0LB; .<B00111011(1111).; 173; 58
1RB1RC_0RC1RB_1LD1RA_0LE---_1RB0LB; .<B001011101111(1111).; 253; 76
1RB1RC_0RC1RB_1LD1RA_0LE---_1LB0LB; .<B1010111011(1111).; 183; 60
1RB1RC_0RC1RD_1LD0LA_1LB1LE_---1LC; .<A0111111(111111).; 276; 96
1RB1RC_0RC1RD_1LD1RE_0LA0LB_---0RA; .<A0111(111).; 68; 24
1RB1RC_0RC1RD_1LD1LE_1LA0RA_---0LC; .<A11011(011011).; 123; 43
1RB1RC_0RC1RE_1LC0LD_1LA1LA_0RA---; .<A10(00110)11.; 130; 44
1RB1RC_0RC1RE_1LC1LD_1RB0LA_---0RD; .<A0111111111(111111111111).; 613; 207
1RB1RC_0RC1RE_1LD0LA_1LB1LE_---1LC; .<A011(111111).; 175; 60
1RB1RC_0RC1RE_1LD0LD_1RA0LA_---0RD; .<A0111(11111111).; 191; 71
1RB1RC_0RC1RE_1LD1RA_1LB0LD_---0LA; .011011(011011)1A>.; 267; 89
1RB1RC_0RC1RE_1LD1RA_1LB0LD_---1LD; .011011(011011)1A>.; 225; 77
1RB1RC_0RC1RE_1LD1RB_0LA1LD_---0RA; .<A0111(11111111).; 148; 54
1RB1RC_0RC1LA_1RD1LD_1LB0LE_---0LA; .<A0011(11).; 87; 31
1RB1RC_0RC1LC_1LD0RA_0LA0LE_1LB---; .(1)00010(10010)A>.; 143; 54
1RB1RC_0RC1LC_1LD0LA_1RA1LE_---1LB; .<A011111111(11111111).; 366; 126
1RB1RC_0RC1LC_1LD0LA_1RD1LE_---1LB; .<B11111(1111).; 91; 33
1RB1RC_0RC1LC_1LD0LA_1LB0LE_---0RC; .<B11111(1111).; 85; 31
1RB1RC_0RC1LC_1LD0LA_1LB0LE_---1RD; .<A0111111(111111).; 294; 102
1RB1RC_0RC1LC_1LD0LA_1LB1LE_---1LB; .<B11111(1111).; 79; 29
1RB1RC_0RC1LC_1LD0LA_1LB1LE_---1LC; .<A0111111(111111).; 264; 92
1RB1RC_0RC1LC_1LD1RD_1LB1LE_---0LA; .<A0111111(11).; 134; 43
1RB1RC_0RC1LC_1LD1RE_0LA0RB_---0RA; .<A0111(111).; 66; 24
1RB1RC_0RC1LD_0LD1RA_1LB0RE_---0LB; .<B111001(11001)0.; 313; 114
1RB1RC_0RC1LD_0LD1RA_1LB0RE_---0LD; .<B111001(11001)0.; 251; 92
1RB1RC_0RC1LD_1RD0LA_1LB0LE_---0LA; .<A00111111(11).; 155; 53
1RB1RC_0RC1LD_1RD0LB_1LE0LA_---1LC; .<A01011(11).; 103; 37
1RB1RC_0RC1LD_1RD1RE_1LB0RB_---1RA; .011111(111111)A>.; 174; 66
1RB1RC_0RC1LD_1RD1RE_1LB1LB_---1RA; .011111(111111)A>.; 130; 50
1RB1RC_0RC1LD_1RD1LC_1LB0LE_---0LA; .<A001111(11).; 99; 37
1RB1RC_0RC1LD_1LB1RC_0LA1LE_---0RB; .<A01111(111).; 62; 22
1RB1RC_0RC1LD_1LB1RC_0LA1LE_---0LA; .<A01111(111).; 56; 20
1RB1RC_0RC1LD_1LB1RC_0LA1LE_---0LC; .<A01111(111).; 56; 20
1RB1RC_0RC1LD_1LB1RC_1RD1LE_---0LA; .<A01111(111).; 68; 24
1RB1RC_0RC1LD_1LB1RD_0LA1LE_---0RB; .<A01111(111).; 122; 42
1RB1RC_0RC1LD_1LB1RD_0LA1LE_---0LA; .<A01111(111).; 98; 34
1RB1RC_0RC1LD_1LB1RD_1LB1LE_---0LA; .<B11111(111).; 94; 34
1RB1RC_0RC1LD_1LD0LA_1LB1LE_---1LC; .<A011111(111111).; 233; 80
1RB1RC_0RC1LD_1LD1RD_1LB1LE_---0LA; .<A011111(11).; 109; 35
1RB1RC_0RC1LE_0RD0LA_1LD1LB_---0LC; .<A0011111(11111111).; 428; 146
1RB1RC_0RC1LE_0RD0LC_1RE---_1LB1RA; .<B1110011001100110011(0011).; 318; 89
1RB1RC_0RC1LE_1LD0RD_0LA0LB_---0RA; .<A0111(111).; 120; 41
1RB1RC_0RC1LE_1LD0LA_0LA0LB_---0RA; .<A0111(111).; 90; 32
1RB1RC_0RC1LE_1LD0LA_0LA1LB_---1LD; .<A011111(111).; 93; 30
1RB1RC_0RC1LE_1LD0LA_1RA1LB_---0LA; .<A0111(111).; 69; 25
1RB1RC_0RC1LE_1LD1RA_1LB---_1RB0LE; .(10111)A>.; 54; 16
1RB1RC_0RC1LE_1LD1RB_1LA0LB_---0LA; .<A1111(01111).; 144; 51
1RB1RC_0LA---_1RD0RE_1LE0RC_0LB0LD; .<A0010101(010101).; 177; 61
1RB1RC_0LA---_1RD1LB_1LE0RC_0LB0LD; .<A0010101(010101).; 141; 54
1RB1RC_0LA---_1RD1LC_1LE0RC_0LB0LD; .<A0010101(010101).; 137; 52
1RB1RC_0LA---_1LD0RD_1LE0RE_0RA0LC; .0101000(101000)A>.; 177; 61
1RB1RC_0LA0RA_1LD0RB_0RB1LE_0LC---; .0010100(10100)A>.; 189; 67
1RB1RC_0LA0RB_0RD0LC_1LE0RE_1LA---; .<A11010101010(1010)0101001(001001).; 806; 260
1RB1RC_0LA0RB_1RD---_0LE0RE_1LA1LD; .<A1010(1010).; 86; 32
1RB1RC_0LA0RB_1LD0LA_---0LE_1RA1LC; .11110(110)0B>.; 149; 52
1RB1RC_0LA0RC_1RD1RA_1LE---_1LA0LE; .<A1000000(0000)11.; 166; 54
1RB1RC_0LA0RC_1LD1RE_1RB0LC_0RD---; .1(10101)B>.; 43; 15
1RB1RC_0LA0LC_1RD1LB_1LC1RE_---0RA; .<A0111(01110111)1.; 151; 54
1RB1RC_0LA0LC_1RD1LE_1LA0RA_---1LB; .<A01111(01111).; 123; 43
1RB1RC_0LA0LC_1RD1LE_1LE0RA_---1LB; .<A01111(01111).; 105; 37
1RB1RC_0LA0LD_1RD---_1LB0RE_1LD1RA; .<A0111(0111).; 60; 22
1RB1RC_0LA0LD_1LB0RB_0LE---_1RE0RA; .111(111)0A>.; 138; 48
1RB1RC_0LA1RA_1LA0RD_1LD0RE_---0LC; .<A1011111(11111).; 450; 158
1RB1RC_0LA1RA_1LD0RB_---1LE_1RB0LC; .(11101)A>.; 78; 26
1RB1RC_0LA1RA_1LD0RB_---1LE_1RC0LC; .101(11101)A>.; 110; 39
1RB1RC_0LA1RA_1LD0RD_---1LE_1RB0LA; .<A0111111(111111).; 237; 83
1RB1RC_0LA1RA_1LD1RE_1LA0LC_0RA---; .<A1101(011011).; 101; 37
1RB1RC_0LA1RB_1LD1RE_1LA0LC_0RA---; .<A1101(011011).; 105; 39
1RB1RC_0LA1RE_1RD1LC_1LE0RB_---0LC; .111(111)0B>.; 89; 32
1RB1RC_0LA1LB_1RD0RE_0LB1RA_---0RB; .<A011111(1111)0.; 96; 32
1RB1RC_0LA1LB_1RD1RE_0LB1RA_---0RB; .<A011111(1111)0.; 90; 30
1RB1RC_0LA1LC_0RD0RE_0RE---_1LE0LB; .<A00111(111).; 126; 44
1RB1RC_0LA1LC_0RD1LE_1LA0LA_---1LB; .<A0111(111).; 84; 30
1RB1RC_0LA1LD_0LB1RA_1RC1LE_---1LB; .<A0111(111111)0.; 137; 53
1RB1RC_0LA1LD_1LB0RA_1LE---_1RA1LB; .1101010(1010)A>.; 85; 28
1RB1RC_0LA1LD_1LB1RA_0RA1LE_---1LB; .<A01111(111111).; 132; 50
1RB1RC_0LA1LD_1LB1RA_1RA1LE_---1LB; .<A01111111(111111).; 158; 56
1RB1RC_0LA1LD_1LB1RA_1RC1LE_---1LB; .<A01111(111111).; 117; 44
1RB1RC_0LA1LD_1LB1RD_0RE0LC_---1RA; .<A01011(1111).; 107; 37
1RB1RC_0LA1LE_0RD1LB_1LA0LA_---1LC; .<A0111(111).; 84; 30
1RB1RC_0LA1LE_1RD---_1RE0RA_1LB0LB; .<A01101(001001001001001001)1.; 617; 183
1RB1RC_0LB1LA_1RE1LD_---0LC_1RA0LA; .11111(1111)A>.; 65; 23
1RB1RC_0LB1LA_1LE1RD_1RC0RE_---0LA; .<A10(111).; 53; 18
1RB1RC_0LB1LA_1LE1LD_---0LC_1RA1RE; .11111(1111)A>.; 74; 26
1RB1RC_0LC---_0RA1LD_1LE0LE_1RC1LB; .(10111010)A>.; 128; 43
1RB1RC_0LC---_0RD1LD_1RA0LE_1LA0LA; .<A0010(010010)10.; 152; 56
1RB1RC_0LC---_0RD1LD_1RE0LA_1RA0LA; .<A01010(1010)0.; 120; 42
1RB1RC_0LC---_0RD1LD_1RE0LB_1LA0RC; .100110(0110)C>.; 122; 41
1RB1RC_0LC---_0RE0LD_1LE1RD_1RA0LA; .<A010010(010010).; 195; 67
1RB1RC_0LC---_0RE1LD_1RA0LC_1RD0LB; .11(11)0111B>.; 75; 31
1RB1RC_0LC---_1RA0LD_0RE1LC_1LD1RC; .111111(11)B>.; 68; 17
1RB1RC_0LC---_1RA0LD_1RE1LC_1LE0RA; .111111(11)B>.; 68; 17
1RB1RC_0LC---_1RA1LD_0RA0RE_1LC0LE; .111111(11)B>.; 86; 23
1RB1RC_0LC---_1RD0LD_1RA1LE_1LD0LC; .11111111(111)A>.; 85; 24
1RB1RC_0LC---_1RE0RD_1LB1LC_1RD1RA; .(111)A>.; 38; 13
1RB1RC_0LC---_1RE0LD_1RA1LC_1LD1RD; .<C10101(0101)1.; 108; 36
1RB1RC_0LC---_1LE0RD_1LC1RA_0RC1LB; .001(101)A>.; 52; 20
1RB1RC_0LC---_1LE0LD_0LC1LC_1RA0RE; .1001(001001)1B>.; 106; 37
1RB1RC_0LC---_1LE0LD_1RE1LC_1RA0RE; .1111001(001)1B>.; 191; 60
1RB1RC_0LC---_1LE0LD_1LB0RD_1RA1RE; .111111111(1111)A>.; 139; 44
1RB1RC_0LC0RA_---0LD_1LE1LD_1RB1RE; .<D(111)00(0).; 87; 34
1RB1RC_0LC0RA_---1RD_1LE0LB_1RC1LD; .(1010)A>.; 34; 13
1RB1RC_0LC0RA_0RD1LD_1LA0RE_---1LB; .<A110(110110110).; 250; 79
1RB1RC_0LC0RA_0RD1LD_1LE---_1RE0LB; .0101(0101)B>.; 78; 30
1RB1RC_0LC0RA_0RE1LD_1LA0LB_1RA---; .0110101101(101101)A>.; 170; 62
1RB1RC_0LC0RA_0LE1LD_1LA0LB_---0RD; .<A110(0110).; 54; 20
1RB1RC_0LC0RA_1RB1LD_1LC0LE_1LB---; .<B101110(101110).; 179; 64
1RB1RC_0LC0RA_1LA0RD_1LB0RE_---0LC; .<A101(1111111111).; 426; 132
1RB1RC_0LC0RA_1LA0RD_1LB0RE_---1LA; .<A101(1111).; 80; 28
1RB1RC_0LC0RA_1LA0RD_1LB0RE_---1LC; .<A10111111111(111).; 226; 66
1RB1RC_0LC0RA_1LA0RD_1LB1RE_---0RA; .<A101(1111).; 78; 28
1RB1RC_0LC0RA_1LA0RD_1LB1RE_---1RA; .<A101(1111).; 76; 28
1RB1RC_0LC0RA_1LA0RD_1LB1RE_---1RB; .<A101(1111111111).; 386; 124
1RB1RC_0LC0RA_1LA0RD_1LB1RE_---1RC; .<A10111111111(111).; 202; 58
1RB1RC_0LC0RB_0RA1LD_1LC0LE_1LA---; .<A101(0101)11110.; 146; 52
1RB1RC_0LC0RB_1RA1LD_1LE1LC_0LC---; .11011(00011)B>.; 128; 46
1RB1RC_0LC0RB_1RE0LD_0LB1LD_1RA---; .<B0111110111000(111111110111000).; 805; 280
1RB1RC_0LC0RC_1RA1RD_1LE---_1LA0LE; .<A10(010010010010010)1.; 482; 146
1RB1RC_0LC0RC_1RE1LD_1RA0LD_1LA---; .111111(1111)C>.; 143; 48
1RB1RC_0LC0RC_1RE1LD_1RA0LD_1LD---; .111111(1111)C>.; 119; 40
1RB1RC_0LC0RC_1LA0RD_1LB0RE_---0LB; .<A101(111).; 68; 22
1RB1RC_0LC0RC_1LA0RD_1LB0RE_---0LC; .<A101(111).; 66; 22
1RB1RC_0LC0RC_1LC1LD_1RB1LE_---0LA; .<A01111(111111).; 241; 86
1RB1RC_0LC0RD_0RE0LD_1LB1LA_1RA---; .01101(101101)A>.; 96; 33
1RB1RC_0LC0RD_1LA1LC_---0RE_1RA0LE; .<A11(111111)0.; 140; 52
1RB1RC_0LC0RE_---1LD_1LA0LB_1RB0RD; .<A110(0110).; 48; 18
1RB1RC_0LC0RE_0RA0LD_1LB---_1LC1RE; .01010(1010)A>.; 72; 26
1RB1RC_0LC0RE_0RA1LD_1LB0LD_---1LC; .01010(1010)A>.; 78; 28
1RB1RC_0LC0RE_0LE0RD_1LC---_1RA0LA; .<A00010(010010)1.; 240; 88
1RB1RC_0LC0RE_1RA1LD_1LB1LC_---0RB; .<B1111110(11110).; 157; 55
1RB1RC_0LC0RE_1RD1LC_---0LE_0LA1RA; .11(11)011B>.; 106; 35
1RB1RC_0LC0RE_1RD1LC_---0LE_0LE1RA; .11(11)011B>.; 112; 37
1RB1RC_0LC0LA_1RD1LB_1RE0LE_---0RA; .<A01010(1010).; 93; 33
1RB1RC_0LC0LA_1RD1LC_---0RE_1RA0LE; .1(111)01A>.; 64; 26
1RB1RC_0LC0LA_1LE1RD_1RC1RA_---1LB; .<A011(111111).; 135; 50
1RB1RC_0LC0LA_1LE1RD_1LD1RA_---1LB; .<A011(111111).; 149; 56
1RB1RC_0LC0LE_1RA1LD_0RA0RB_1LC---; .111111(11)B>.; 86; 23
1RB1RC_0LC1RA_1LA0RD_1LB0RE_---0LC; .<A101(1111111111).; 366; 114
1RB1RC_0LC1RA_1LA0RD_1LB0RE_---1LA; .<A101(1111).; 70; 24
1RB1RC_0LC1RA_1LA0RD_1LB0RE_---1LC; .<A10111111111(111).; 198; 58
1RB1RC_0LC1RA_1LA0RD_1LB1RE_---0RA; .<A101(1111).; 70; 24
1RB1RC_0LC1RA_1LA0RD_1LB1RE_---0RB; .<A101(1111111111).; 366; 114
1RB1RC_0LC1RA_1LA0RD_1LB1RE_---0LB; .<A101(1111111111).; 366; 114
1RB1RC_0LC1RA_1LA0RD_1LB1RE_---1RA; .<A101(1111).; 68; 24
1RB1RC_0LC1RA_1LA0RD_1LB1RE_---1RB; .<A101(1111111111).; 346; 110
1RB1RC_0LC1RA_1LA0RD_1LB1RE_---1RC; .<A10111111111(111).; 186; 54
1RB1RC_0LC1RA_1LA0RD_1LB1RE_---1LB; .<A10111111111(111).; 198; 58
1RB1RC_0LC1RA_1LE0RD_1LB1LA_0RB---; .0111(111)A>.; 72; 26
1RB1RC_0LC1RA_1LE1LD_1LA0RA_---0LB; .<A110(0101).; 68; 26
1RB1RC_0LC1RD_1LA0RD_1LB0RE_---1RB; .<A101(111).; 64; 24
1RB1RC_0LC1RD_1LA0RD_1LB1RE_---0RA; .<A101(1111).; 78; 28
1RB1RC_0LC1RD_1LA0RD_1LB1RE_---0RB; .<A101(111).; 64; 24
1RB1RC_0LC1RD_1LA0RD_1LB1RE_---1RA; .<A101(1111).; 72; 26
1RB1RC_0LC1RD_1LA0RD_1LB1RE_---1RC; .<A1011111(111).; 116; 38
1RB1RC_0LC1RE_1RD0RD_1LB0LD_---1RA; .(11111)A>.; 52; 16
1RB1RC_0LC1RE_1LD1LB_1RB---_1LC0RA; .<B10(1010).; 55; 21
1RB1RC_0LC1LA_1LE0RD_0RB1LB_1LD---; .0100(0100)B>.; 145; 49
1RB1RC_0LC1LA_1LE1RD_0RB0RE_---0LA; .<A01(111)0.; 139; 50
1RB1RC_0LC1LB_1RC1RD_0LB1RE_---0RA; .<B1(11101)0.; 81; 30
1RB1RC_0LC1LB_1RD0RD_1LA1RE_---0RA; .(1010)A>.; 44; 15
1RB1RC_0LC1LB_1RD0RD_1LA1RE_---1RA; .(1011)A>.; 40; 15
1RB1RC_0LC1LB_1RD1LB_0RA0RE_---0RA; .10110011(00110011)10110A>.; 315; 104
1RB1RC_0LC1LB_1LD0RD_1LE0LE_0RA---; .01010(010010)1B>.; 273; 96
1RB1RC_0LC1LB_1LD0RD_1LE1RB_0RA---; .01010(010010)1B>.; 213; 76
1RB1RC_0LC1LD_---0RD_1LA1LE_1RA1LB; .<A11111(111111).; 157; 56
1RB1RC_0LC1LD_1LA0RD_0LE0RA_1LB---; .<A1010101101(101)0.; 151; 46
1RB1RC_0LC1LD_1LA0RD_1LB1RE_---0RA; .<A101(1111).; 86; 32
1RB1RC_0LC1LD_1LA0RD_1LB1RE_---1RA; .<A101(1111).; 76; 28
1RB1RC_0LC1LE_1RA0RD_1LB0RE_---0LA; .1111(111111)A>.; 305; 102
1RB1RC_0LC1LE_1RD0LD_1RA1LB_---0RA; .<B10010001000(1000).; 193; 60
1RB1RC_0LC1LE_1LB1RD_1RC1RA_---0LA; .<A011(111111).; 135; 50
1RB1RC_0LC1LE_1LB1RD_1LD1RA_---0LA; .<A011(111111).; 149; 56
1RB1RC_1RC---_0LD1RD_0RA1RE_1LE0LC; .011101(101)C>.; 134; 46
1RB1RC_1RC---_1LD0RA_0LE1LD_1RB0LE; .11010(10101010)A>.; 175; 62
1RB1RC_1RC---_1LD0RA_1RE1LD_1RA0LE; .111010110(101010101010)A>.; 476; 174
1RB1RC_1RC---_1LD0RA_1LE1LD_0LA0LB; .<A01111(1111).; 51; 19
1RB1RC_1RC---_1LD0RA_1LE1LD_1RA0LB; .11010(10101010)A>.; 155; 56
1RB1RC_1RC---_1LD0RD_1LE0RE_0RA0LC; .0101000(101000)A>.; 183; 63
1RB1RC_1RC---_1LD0RE_0RA0LE_0LA1RD; .<A00101(01111101).; 390; 134
1RB1RC_1RC---_1LD1RE_1LB0LC_0RA0RB; .(110110110110)A>.; 204; 58
1RB1RC_1RC0RA_0RD0LC_1LE0RE_1LA---; .<A110(1010101010101010)01.; 676; 196
1RB1RC_1RC0RA_0LD---_1RA1LE_0LB1LC; .10101(00101)B>.; 161; 58
1RB1RC_1RC0RA_0LD---_1LA1LE_0LB1LC; .<A10110(10110).; 75; 27
1RB1RC_1RC0RA_1LA1LD_---0LE_1RA1LC; .<A1101(101101).; 100; 36
1RB1RC_1RC0RA_1LD0LB_1LE0LC_1LA---; .<A1110101(010101).; 103; 36
1RB1RC_1RC0RA_1LD0LE_---0LA_0RA1LC; .01010(1010)A>.; 87; 31
1RB1RC_1RC0RA_1LD0LE_---1LC_1LB1RA; .<B101111111111(111111).; 312; 108
1RB1RC_1RC0RA_1LD1RE_0LA1LD_---0LB; .<A0111(11111111).; 174; 60
1RB1RC_1RC0RA_1LD1LE_---0LA_1RB0LC; .<A01(01010101)1.; 167; 60
1RB1RC_1RC0RC_1LD1RE_0LA0LB_---1RA; .<A011(111111).; 163; 58
1RB1RC_1RC0RC_1LD1RE_0LB1LA_---1RD; .<A11111(1111).; 180; 64
1RB1RC_1RC0RD_0LB1RD_1LE1RA_0LA---; .<A011(111111).; 247; 86
1RB1RC_1RC0RD_0LB1RE_1LD0LA_---1RA; .<A011(111111).; 163; 58
1RB1RC_1RC0RD_0LD---_0RA1LE_0LE1LC; .01010(01010)100100A>.; 286; 87
1RB1RC_1RC0RD_0LD---_0RE1LD_1RA0LC; .0110(110)011B>.; 125; 48
1RB1RC_1RC0RD_1LA1LC_1RB0RE_---0LC; .<A1111(111111111).; 220; 74
1RB1RC_1RC0RD_1LB1RE_0LA1LD_---1RA; .<A011(111111).; 247; 86
1RB1RC_1RC0RD_1LD0RE_0LC0LA_---1LA; .<A011(111).; 115; 42
1RB1RC_1RC0RD_1LD1RB_0LA0RE_---1LD; .<A011(111).; 95; 33
1RB1RC_1RC0RD_1LD1RE_---0LA_0RA1RB; .<A011(111111111111).; 443; 143
1RB1RC_1RC0RD_1LD1RE_---0LA_1LB1RB; .<A011(11111111).; 313; 105
1RB1RC_1RC0RD_1LD1LC_1RE0LC_---0RA; .10101010101(010101010101)B>.; 509; 184
1RB1RC_1RC0RE_0LD---_0LE1LD_0RA1LC; .01010(1010)0A>.; 135; 47
1RB1RC_1RC0RE_0LD0RB_1RA1LD_---0LC; .11(111)01C>.; 99; 39
1RB1RC_1RC0RE_1RD0LC_1LE---_1RA1LA; .<A1100100100(100100)01.; 284; 102
1RB1RC_1RC0RE_1RD0LD_1LA1LD_---1RA; .<A11(011011)110.; 118; 42
1RB1RC_1RC0RE_1LD1LC_0RE0LA_---1RB; .010101(0101)B>.; 91; 32
1RB1RC_1RC0LA_1RD0RE_1LB1LD_---1RA; .<A0111111111(111111111).; 297; 103
1RB1RC_1RC0LA_1RD0RE_1LE1RA_---0LB; .<A0011(11111111).; 295; 94
1RB1RC_1RC0LA_1LD0RB_---1LE_1LC1LB; .<A0111111(111111).; 228; 80
1RB1RC_1RC0LA_1LD1RA_---1LE_---1LB; .<A0111111(111111).; 156; 56
1RB1RC_1RC0LA_1LD1RA_1LB0LE_---0RC; .<A0111111(111111).; 198; 70
1RB1RC_1RC0LA_1LD1RE_---0LC_1LB1RA; .<A011(111111).; 163; 58
1RB1RC_1RC0LA_1LD1RE_---1LB_---1RA; .<A011(111111).; 121; 44
1RB1RC_1RC0LC_0LD0RA_---1LE_0LA1LB; .<A01010(1010).; 105; 37
1RB1RC_1RC0LC_0LD1RD_0RA1RE_1LB---; .011101(101)C>.; 134; 46
1RB1RC_1RC0LC_1RD0LA_1LB1RE_---1RA; .<A0011(11111111).; 319; 106
1RB1RC_1RC0LC_1LB0RD_1LC0RE_---1RA; .(1001)A>.; 36; 12
1RB1RC_1RC0LC_1LD1RE_---1LE_0RA0LB; .01010(1010)A>.; 111; 39
1RB1RC_1RC0LC_1LD1RE_1LB0LD_0RA---; .11010(1010101010101010)A>.; 577; 194
1RB1RC_1RC0LD_1RD0RB_1LE1LB_---1LA; .<A1101010(1010).; 111; 34
1RB1RC_1RC0LD_1LB0RD_1LB1RE_0RA---; .(1101011010)A>.; 168; 52
1RB1RC_1RC0LD_1LB0RE_0LE0LB_1RA---; .<B00(0010)1.; 53; 21
1RB1RC_1RC0LD_1LB1RE_---0RE_1LC1RA; .(111111)A>.; 88; 29
1RB1RC_1RC0LD_1LB1RE_1LC0RD_---1RA; .(111111)A>.; 88; 29
1RB1RC_1RC0LE_1RD1RE_1LB1RA_---0LA; .<A0011(11111111).; 295; 94
1RB1RC_1RC0LE_1LD0RB_---1LA_1LD1LB; .<A110101(0101).; 87; 28
1RB1RC_1RC1RA_0LD0LB_0LA1LE_---1LD; .<A011(111111)0.; 114; 42
1RB1RC_1RC1RA_0LD0LB_1LB1LE_---1LD; .<B111(111111)0.; 106; 38
1RB1RC_1RC1RA_0LD1RB_0LA1LE_---1LD; .<A011(111111)0.; 94; 36
1RB1RC_1RC1RA_0LD1RB_1LB1LE_---1LD; .<B111(111111)0.; 86; 32
